Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A747266,Finnegan,04/17/2017 01:13:00 PM,04/17/2017 01:13:00 PM,8 Palma Cir in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Siamese Mix,Flame Point,Finnegan,05/27/2017 04:30:00 PM,05/27/2017 04:30:00 PM,03/17/2017,Cat,Intact Male,2 months,Siamese Mix,Flame Point,0
A732957,,08/15/2016 02:36:00 PM,08/15/2016 02:36:00 PM,2317 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Lhasa Apso/Cocker Spaniel,Black/Buff,,08/19/2016 06:08:00 PM,08/19/2016 06:08:00 PM,10/15/2015,Dog,Spayed Female,10 months,Lhasa Apso/Cocker Spaniel,Black/Buff,0
A669806,Manchas,12/27/2013 03:22:00 PM,12/27/2013 03:22:00 PM,North Shields And Winwick Way in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier Mix,Tricolor,Manchas,12/29/2013 05:58:00 PM,12/29/2013 05:58:00 PM,12/27/2012,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor,0
A781999,*Gertrude,10/09/2018 12:50,10/09/2018 12:50,13127 Elm Grove in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Black/White,*Gertrude,10/14/2018 07:21:00 PM,10/14/2018 07:21:00 PM,10/09/2016,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Black/White,0
A788925,,02/11/2019 17:09,02/11/2019 17:09,6506 Decker Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/Black,,02/15/2019 04:13:00 PM,02/15/2019 04:13:00 PM,02/11/2017,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black,0
A673682,Lady,02/28/2014 03:04:00 PM,02/28/2014 03:04:00 PM,Elroy Road in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Black Mouth Cur/Labrador Retriever,Brown Brindle,Lady,07/13/2014 05:13:00 PM,07/13/2014 05:13:00 PM,02/28/2011,Dog,Spayed Female,3 years,Black Mouth Cur/Labrador Retriever,Brown Brindle,0
A719656,*Lennon,01/24/2016 06:06:00 PM,01/24/2016 06:06:00 PM,1500 Faro Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,3 months,Pointer Mix,White/Tan,*Lennon,02/02/2016 15:57,02/02/2016 15:57,09/25/2015,Dog,Neutered Male,4 months,Pointer Mix,White/Tan,0
A541607,Charmine,12/19/2016 09:19:00 AM,12/19/2016 09:19:00 AM,Justin Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Catahoula Mix,Brown,Charmine,12/20/2016 03:08:00 PM,12/20/2016 03:08:00 PM,01/30/2009,Dog,Spayed Female,7 years,Catahoula Mix,Brown,0
A754786,Gizmo,07/25/2017 12:01:00 AM,07/25/2017 12:01:00 AM,1500 S. Lamar in Austin (TX),Stray,Sick,Cat,Spayed Female,17 years,Domestic Medium Hair Mix,Orange Tabby/White,Gizmo,07/26/2017 11:37:00 AM,07/26/2017 11:37:00 AM,07/26/2000,Cat,Spayed Female,17 years,Domestic Medium Hair Mix,Orange Tabby/White,0
A786180,Peanut,12/20/2018 11:02:00 AM,12/20/2018 11:02:00 AM,Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 years,American Shorthair Mix,Orange/White,Peanut,12/26/2018 03:46:00 PM,12/26/2018 03:46:00 PM,12/18/2014,Cat,Neutered Male,4 years,American Shorthair Mix,Orange/White,0
A790297,Trinity,03/07/2019 17:06,03/07/2019 17:06,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,Trinity,03/10/2019 16:42,03/10/2019 16:42,10/07/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0
A689195,,09/30/2014 02:50:00 PM,09/30/2014 02:50:00 PM,109 W Townes St in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Black,,10/04/2014 16:20,10/04/2014 16:20,09/30/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black,0
A688689,Pepe,11/02/2014 14:24,11/02/2014 14:24,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Tan/White,Pepe,11/03/2014 13:52,11/03/2014 13:52,05/10/2014,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Tan/White,0
A679254,,05/18/2014 09:48:00 AM,05/18/2014 09:48:00 AM,7333 Vista Mountain Dr. in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat Mix,Brown,,05/18/2014 10:38:00 AM,05/18/2014 10:38:00 AM,05/18/2013,Other,Unknown,1 year,Bat Mix,Brown,1
A771532,,05/06/2018 13:09,05/06/2018 13:09,2315 Town Lake in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Brown/White,,05/10/2018 18:00,05/10/2018 18:00,12/10/2017,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Brown/White,0
A764402,Dobby,12/29/2017 01:35:00 PM,12/29/2017 01:35:00 PM,9601 Middle Fiskville Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Shepherd Mix,Brown/White,Dobby,01/03/2018 16:11,01/03/2018 16:11,10/14/2017,Dog,Neutered Male,2 months,Australian Shepherd Mix,Brown/White,0
A674218,*Akori,03/09/2014 18:10,03/09/2014 18:10,Montopolis And Grove in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Chow Chow,Red/White,*Akori,03/30/2014 04:05:00 PM,03/30/2014 04:05:00 PM,03/09/2013,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Red/White,0
A676195,Merry,04/06/2014 10:47,04/06/2014 10:47,1817 Chasewood Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby,Merry,05/03/2014 14:00,05/03/2014 14:00,11/07/2013,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,0
A810128,Bogie,12/07/2019 14:51,12/07/2019 14:51,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Labrador Retriever/Australian Cattle Dog,White/Tricolor,Bogie,12/22/2019 04:28:00 PM,12/22/2019 04:28:00 PM,07/07/2019,Dog,Neutered Male,5 months,Labrador Retriever/Australian Cattle Dog,White/Tricolor,0
A789835,,02/28/2019 01:44:00 PM,02/28/2019 01:44:00 PM,4715 Harmon Avenue in Austin (TX),Stray,Normal,Other,Neutered Male,1 year,Ferret Mix,Tan,,03/04/2019 12:06,03/04/2019 12:06,02/28/2018,Other,Neutered Male,1 year,Ferret Mix,Tan,0
A744457,Luke,03/01/2017 13:28,03/01/2017 13:28,Fm 1327 And Ih 35 in Travis (TX),Stray,Normal,Dog,Intact Male,19 years,Miniature Pinscher,Brown/Gray,Luke,03/02/2017 17:07,03/02/2017 17:07,03/02/1998,Dog,Intact Male,19 years,Miniature Pinscher,Brown/Gray,0
A684299,Lucy,07/21/2014 03:38:00 PM,07/21/2014 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Australian Shepherd Mix,Black/Tan,Lucy,08/27/2014 06:00:00 PM,08/27/2014 06:00:00 PM,07/21/2006,Dog,Spayed Female,8 years,Australian Shepherd Mix,Black/Tan,0
A694252,Tiger,12/23/2014 03:46:00 PM,12/23/2014 03:46:00 PM,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,Tiger,12/29/2014 02:33:00 PM,12/29/2014 02:33:00 PM,06/23/2013,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,0
A784962,Misty,11/23/2018 06:35:00 PM,11/23/2018 06:35:00 PM,8312 Fathom Circle in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Cairn Terrier Mix,Black/White,Misty,11/24/2018 11:53:00 AM,11/24/2018 11:53:00 AM,11/23/2016,Dog,Spayed Female,2 years,Cairn Terrier Mix,Black/White,0
A781144,*Quesadilla,09/25/2018 10:14:00 AM,09/25/2018 10:14:00 AM,310 West 35Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point,*Quesadilla,11/08/2018 17:11,11/08/2018 17:11,09/01/2018,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,0
A667929,Pio,11/25/2013 11:04:00 AM,11/25/2013 11:04:00 AM,17005 Hayride Cir in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 weeks,German Shepherd/Mastiff,Tan,Pio,12/20/2013 06:15:00 PM,12/20/2013 06:15:00 PM,10/25/2013,Dog,Neutered Male,1 month,German Shepherd/Mastiff,Tan,0
A752419,Diva,06/22/2017 10:49:00 AM,06/22/2017 10:49:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,Diva,08/24/2017 02:46:00 PM,08/24/2017 02:46:00 PM,06/22/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,0
A740066,Slade,12/10/2016 15:42,12/10/2016 15:42,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Longhair Mix,Orange Tabby/White,Slade,12/13/2016 05:54:00 PM,12/13/2016 05:54:00 PM,12/10/2015,Cat,Neutered Male,1 year,Domestic Longhair Mix,Orange Tabby/White,0
A622938,Leah,02/10/2016 11:13,02/10/2016 11:13,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Black Mouth Cur Mix,Tan/Black,Leah,04/13/2016 04:58:00 PM,04/13/2016 04:58:00 PM,03/26/2011,Dog,Spayed Female,5 years,Black Mouth Cur Mix,Tan/Black,0
A761300,Daisy,11/02/2017 13:30,11/02/2017 13:30,501 South Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Black Mouth Cur Mix,Brown/Black,Daisy,11/06/2017 19:26,11/06/2017 19:26,08/22/2017,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Brown/Black,0
A744570,Thor,03/03/2017 12:07,03/03/2017 12:07,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Thor,05/21/2017 07:20:00 PM,05/21/2017 07:20:00 PM,03/03/2013,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,0
A703428,*Miller,05/24/2015 03:53:00 PM,05/24/2015 03:53:00 PM,2701 Caldwell Ln in Del Valle (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh Mix,Brown,*Miller,06/07/2015 11:06,06/07/2015 11:06,05/24/2014,Other,Unknown,1 year,Rabbit Sh Mix,Brown,0
A779613,,09/03/2018 15:41,09/03/2018 15:41,7008 Lunar Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,,09/04/2018 15:12,09/04/2018 15:12,09/03/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0
A803829,,09/06/2019 17:59,09/06/2019 17:59,18Th And Tillery Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Beagle Mix,Brown/White,,09/15/2019 12:08:00 PM,09/15/2019 12:08:00 PM,09/06/2018,Dog,Spayed Female,1 year,Beagle Mix,Brown/White,0
A771610,*Bluebonnet,05/07/2018 14:14,05/07/2018 14:14,2200 Willow Creek Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,*Bluebonnet,08/18/2018 02:16:00 PM,08/18/2018 02:16:00 PM,04/25/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0
A693703,Sauce,12/13/2014 12:10:00 PM,12/13/2014 12:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Brown,Sauce,12/15/2014 01:15:00 PM,12/15/2014 01:15:00 PM,07/13/2014,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Brown,0
A807392,*Trixie,10/24/2019 01:17:00 PM,10/24/2019 01:17:00 PM,7014 Elroy in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,White/Black,*Trixie,10/28/2019 02:56:00 PM,10/28/2019 02:56:00 PM,10/24/2018,Dog,Intact Female,1 year,Pit Bull,White/Black,0
A800642,,07/24/2019 12:42:00 PM,07/24/2019 12:42:00 PM,11728 Day Camp Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Calico,,08/04/2019 16:13,08/04/2019 16:13,04/09/2019,Cat,Intact Female,3 months,Domestic Shorthair,Calico,0
A771638,Rufo,05/09/2018 16:08,05/09/2018 16:08,7630 Wood Hollow Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,7 years,English Bulldog Mix,Tricolor/White,Rufo,05/16/2018 11:40:00 AM,05/16/2018 11:40:00 AM,05/07/2011,Dog,Intact Male,7 years,English Bulldog Mix,Tricolor/White,0
A725338,,04/28/2016 11:56:00 AM,04/28/2016 11:56:00 AM,10000 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 weeks,Chihuahua Shorthair Mix,Brown/Black,,08/25/2016 12:01:00 PM,08/25/2016 12:01:00 PM,04/14/2016,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/Black,0
A683379,,07/09/2014 16:12,07/09/2014 16:12,7201 Levander Loop in Austin (TX),Stray,Normal,Other,Unknown,1 year,Hamster Mix,Gray/White,,07/11/2014 11:10,07/11/2014 11:10,07/09/2013,Other,Unknown,1 year,Hamster Mix,Gray/White,0
A718648,Xena,12/01/2016 12:40,12/01/2016 12:40,4925 Craigwood Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Miniature Schnauzer,Gray/White,Xena,12/01/2016 17:04,12/01/2016 17:04,07/05/2011,Dog,Spayed Female,5 years,Miniature Schnauzer,Gray/White,0
A716131,Spike,11/15/2015 11:25:00 AM,11/15/2015 11:25:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow,Spike,11/17/2015 12:00:00 AM,11/17/2015 12:00:00 AM,01/15/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow,0
A803103,*Kb,08/27/2019 04:02:00 PM,08/27/2019 04:02:00 PM,8506 Dryfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,*Kb,09/28/2019 12:59:00 PM,09/28/2019 12:59:00 PM,07/12/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,0
A697691,*Tommy,02/26/2015 01:20:00 PM,02/26/2015 01:20:00 PM,3401 Ed Bluestein in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier/Jack Russell Terrier,Tricolor,*Tommy,04/16/2015 04:02:00 PM,04/16/2015 04:02:00 PM,02/26/2014,Dog,Neutered Male,1 year,Rat Terrier/Jack Russell Terrier,Tricolor,0
A687093,*River,08/31/2014 11:38:00 AM,08/31/2014 11:38:00 AM,Wolf Ln And Pearce Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow,*River,09/09/2014 16:11,09/09/2014 16:11,08/31/2012,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow,0
A804980,*Cici,09/21/2019 11:51:00 AM,09/21/2019 11:51:00 AM,Dessau Road And J Lane in Austin (TX),Stray,Sick,Dog,Spayed Female,17 years,Miniature Poodle,White,*Cici,12/06/2019 11:59,12/06/2019 11:59,09/22/2002,Dog,Spayed Female,17 years,Miniature Poodle,White,0
A792937,*Joey,06/09/2019 16:02,06/09/2019 16:02,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black,*Joey,09/16/2019 04:39:00 PM,09/16/2019 04:39:00 PM,04/17/2017,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black,0
A800740,*Bernal,07/25/2019 06:38:00 PM,07/25/2019 06:38:00 PM,16805 High Noon in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,*Bernal,08/06/2019 08:02,08/06/2019 08:02,05/28/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,0
A713191,Chiquita,10/03/2015 14:47,10/03/2015 14:47,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Black,Chiquita,10/07/2015 18:40,10/07/2015 18:40,05/03/2015,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black,0
A666299,*Alice,10/30/2013 12:00:00 AM,10/30/2013 12:00:00 AM,Thompkins in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Black,*Alice,11/11/2013 16:05,11/11/2013 16:05,10/29/2011,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black,0
A759914,,10/09/2017 16:15,10/09/2017 16:15,1200 Speer in Austin (TX),Wildlife,Sick,Other,Unknown,3 years,Raccoon Mix,Black/Gray,,10/10/2017 08:47,10/10/2017 08:47,10/09/2014,Other,Unknown,3 years,Raccoon Mix,Black/Gray,1
A801002,,07/29/2019 08:04:00 PM,07/29/2019 08:04:00 PM,2850 Lakeline Blvd in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Bat,Brown,,07/30/2019 10:09:00 AM,07/30/2019 10:09:00 AM,07/29/2018,Other,Unknown,1 year,Bat,Brown,1
A714635,Roscoe,10/26/2015 11:54:00 AM,10/26/2015 11:54:00 AM,Walnut Creek Park Rd And Old Cedar Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Yellow/White,Roscoe,11/01/2015 18:43,11/01/2015 18:43,10/26/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow/White,0
A760445,*Rodeo,10/18/2017 12:37:00 PM,10/18/2017 12:37:00 PM,6505 Burleson Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,*Rodeo,10/26/2017 06:19:00 PM,10/26/2017 06:19:00 PM,10/18/2015,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A765846,*Rosemary,01/06/2018 16:28,01/06/2018 16:28,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,2 weeks,Labrador Retriever Mix,White,*Rosemary,02/24/2018 05:10:00 PM,02/24/2018 05:10:00 PM,12/20/2017,Dog,Spayed Female,2 months,Labrador Retriever Mix,White,0
A690778,Mcqueen,10/25/2014 06:58:00 PM,10/25/2014 06:58:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Dachshund/Chihuahua Shorthair,Black/Tan,Mcqueen,10/26/2014 03:37:00 PM,10/26/2014 03:37:00 PM,11/25/2013,Dog,Neutered Male,11 months,Dachshund/Chihuahua Shorthair,Black/Tan,0
A810342,Spike,12/11/2019 15:57,12/11/2019 15:57,8311 North Lamar in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Alaskan Husky,Black/Gray,Spike,12/12/2019 12:33,12/12/2019 12:33,12/11/2017,Dog,Intact Male,2 years,Alaskan Husky,Black/Gray,0
A748469,Rozko,01/06/2019 23:25,01/06/2019 23:25,1817 Bitter Creek in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown,Rozko,01/25/2019 01:26:00 PM,01/25/2019 01:26:00 PM,02/03/2017,Dog,Neutered Male,1 year,Pit Bull Mix,Brown,0
A727304,Gizmo,05/24/2016 06:35:00 PM,05/24/2016 06:35:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Tricolor,Gizmo,05/24/2016 07:00:00 PM,05/24/2016 07:00:00 PM,05/20/2015,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Tricolor,0
A796888,*Yolanda,06/06/2019 17:30,06/06/2019 17:30,Highway 71 And Ross Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair,Black/White,*Yolanda,06/16/2019 06:42:00 PM,06/16/2019 06:42:00 PM,03/26/2019,Cat,Spayed Female,2 months,Domestic Medium Hair,Black/White,0
A671276,Whiskey,02/08/2017 10:00,02/08/2017 10:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,German Shepherd Mix,Brown,Whiskey,02/11/2017 12:26,02/11/2017 12:26,06/21/2013,Dog,Neutered Male,3 years,German Shepherd Mix,Brown,0
A760783,*Eddy,10/23/2017 06:51:00 PM,10/23/2017 06:51:00 PM,6918 Pondsdale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Eddy,01/02/2018 20:47,01/02/2018 20:47,08/23/2017,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,0
A683180,Daisy,07/08/2014 11:04,07/08/2014 11:04,Rio Grande And 18Th St in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Jack Russell Terrier Mix,White/Tan,Daisy,07/10/2014 12:51,07/10/2014 12:51,07/08/2007,Dog,Spayed Female,7 years,Jack Russell Terrier Mix,White/Tan,0
A797153,Frank,06/10/2019 11:12,06/10/2019 11:12,Payne Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,Frank,07/13/2019 04:53:00 PM,07/13/2019 04:53:00 PM,04/05/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0
A689858,Bronx,10/10/2014 15:18,10/10/2014 15:18,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Blue/White,Bronx,11/23/2014 11:31:00 AM,11/23/2014 11:31:00 AM,10/10/2013,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Blue/White,0
A728534,Lula,06/05/2016 13:48,06/05/2016 13:48,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,Lula,07/02/2016 18:06,07/02/2016 18:06,06/05/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,0
A702400,Charlie,05/13/2015 11:19:00 AM,05/13/2015 11:19:00 AM,6509 Berkman Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair/Dachshund,Brown,Charlie,05/17/2015 05:52:00 PM,05/17/2015 05:52:00 PM,11/28/2014,Dog,Neutered Male,5 months,Chihuahua Shorthair/Dachshund,Brown,0
A797116,Zola,07/01/2019 16:20,07/01/2019 16:20,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,6 years,Australian Cattle Dog/Labrador Retriever,Black/White,Zola,06/30/2019 06:17:00 PM,06/30/2019 06:17:00 PM,06/09/2013,Dog,Spayed Female,6 years,Australian Cattle Dog/Labrador Retriever,Black/White,0
A682323,,06/26/2014 02:21:00 PM,06/26/2014 02:21:00 PM,8801 S Interstate 35 Frontage Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,,06/26/2014 03:55:00 PM,06/26/2014 03:55:00 PM,06/04/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,0
A749082,,05/10/2017 16:35,05/10/2017 16:35,4200 Clawson Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,,05/11/2017 15:51,05/11/2017 15:51,03/26/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0
A756517,Aveta,08/21/2017 11:38:00 AM,08/21/2017 11:38:00 AM,Dixie And Ada Street in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue,Aveta,08/26/2017 05:02:00 PM,08/26/2017 05:02:00 PM,05/21/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue,0
A778212,,08/10/2018 12:17,08/10/2018 12:17,2341 Corta St 202 in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Cocker Spaniel Mix,Chocolate,,08/11/2018 18:32,08/11/2018 18:32,08/11/2010,Dog,Neutered Male,8 years,Cocker Spaniel Mix,Chocolate,0
A771503,,05/06/2018 07:58,05/06/2018 07:58,Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange/White,,05/06/2018 14:04,05/06/2018 14:04,04/14/2018,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange/White,0
A804066,,09/10/2019 11:53,09/10/2019 11:53,5208 West Highway 290 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black,,09/11/2019 18:21,09/11/2019 18:21,09/10/2017,Cat,Intact Female,2 years,Domestic Shorthair,Black,0
A690905,*Lydia,10/27/2014 06:15:00 PM,10/27/2014 06:15:00 PM,6600 Elm Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,*Lydia,12/17/2014 12:07:00 PM,12/17/2014 12:07:00 PM,09/14/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,0
A673600,*Petey,02/27/2014 12:46:00 PM,02/27/2014 12:46:00 PM,6600 Hergotz in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Australian Cattle Dog Mix,Brown/White,*Petey,03/08/2014 16:14,03/08/2014 16:14,09/18/2013,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,Brown/White,0
A710180,Kendall,08/19/2015 11:55:00 AM,08/19/2015 11:55:00 AM,9717 Hansford Dr in Austin (TX),Public Assist,Sick,Dog,Spayed Female,4 years,Boxer Mix,Red/White,Kendall,06/19/2016 04:53:00 PM,06/19/2016 04:53:00 PM,08/19/2011,Dog,Spayed Female,4 years,Boxer Mix,Red/White,0
A750761,Willie,05/31/2017 01:05:00 PM,05/31/2017 01:05:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black,Willie,09/19/2017 01:37:00 PM,09/19/2017 01:37:00 PM,05/31/2009,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black,0
A716424,Ms. Kitty,11/19/2015 03:02:00 PM,11/19/2015 03:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White,Ms. Kitty,01/02/2016 15:31,01/02/2016 15:31,11/19/2009,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White,0
A790431,,05/11/2019 17:52,05/11/2019 17:52,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,Jack Russell Terrier/Border Collie,Black/White,,05/12/2019 13:31,05/12/2019 13:31,12/26/2018,Dog,Neutered Male,4 months,Jack Russell Terrier/Border Collie,Black/White,0
A734079,Sassy,09/01/2016 10:01,09/01/2016 10:01,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Maine Coon Mix,Brown Tabby,Sassy,09/11/2016 17:02,09/11/2016 17:02,03/01/2016,Cat,Spayed Female,6 months,Maine Coon Mix,Brown Tabby,0
A801267,Coco,08/02/2019 11:10,08/02/2019 11:10,4400 Blk East Sh 71 Eb in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Standard Poodle/Labrador Retriever,White/Gray,Coco,08/02/2019 12:37,08/02/2019 12:37,08/02/2016,Dog,Intact Female,3 years,Standard Poodle/Labrador Retriever,White/Gray,0
